cefr_level,category,lemma,term,translation,article,aliases
C1,nouns,Formation,die Formation,ensemble group,die,
C1,nouns,Frisst,der Frisst,gormandizes,der,
C1,verbs,heiraten,heiraten,married,,
C1,nouns,Gehör,der Gehör,hearing,der,
C1,nouns,Gliederung,die Gliederung,segmentation,die,
C1,adverbs,halbwegs,halbwegs,passably,,
C1,nouns,Heiliger,der Heiliger,saint,der,
C1,nouns,Heimatstadt,der Heimatstadt,hometown,der,
C1,nouns,Heuer,der Heuer,pay,der,
C1,nouns,Illusion,der Illusion,make-believe,der,
C1,nouns,Jahrbuch,der Jahrbuch,yearbook,der,
C1,nouns,Jason,der Jason,Jason,der,
C1,nouns,Kap,der Kap,cape,der,
C1,nouns,Kicker,der Kicker,football player,der,
C1,nouns,Klassik,die Klassik,classical period,die,
C1,nouns,Kontinent,der Kontinent,continent,der,
C1,nouns,Kreislauf,der Kreislauf,loop,der,
C1,nouns,Lebensraum,das Lebensraum,living space,das,
C1,nouns,Menü,der Menü,set meal,der,
C1,nouns,Narren,der Narren,fools,der,
C1,adjectives,nervig,nervig,annoying,,
C1,nouns,Pakistan,der Pakistan,Pakistan,der,
C1,nouns,Quartier,der Quartier,billet,der,
C1,nouns,Republikaner,der Republikaner,republican,der,
C1,nouns,Sammler,der Sammler,main drainage line,der,
C1,nouns,Schnitzel,der Schnitzel,cutlet,der,
C1,nouns,Schrott,der Schrott,scrap metal,der,
C1,nouns,Schwulen,der Schwulen,gays,der,
C1,adverbs,seitlich,seitlich,collateral,,
C1,nouns,Skala,der Skala,scale display,der,
C1,nouns,Spaltung,die Spaltung,disruption,die,
C1,nouns,Spielplatz,der Spielplatz,playground,der,
C1,nouns,Stab,der Stab,rod,der,
C1,nouns,Stadtgebiet,der Stadtgebiet,urban area,der,
C1,adverbs,statistisch,statistisch,statistical,,
C1,nouns,Syndrom,der Syndrom,syndrome,der,
C1,nouns,Thriller,der Thriller,cliffhanger,der,
C1,verbs,vergrössern,vergrössern,extended,,
C1,verbs,verhandeln,verhandeln,tried,,
C1,adverbs,verhältnismässig,verhältnismässig,relatively,,
C1,adjectives,verpasste,verpasste,missed,,
C1,nouns,Vorsitz,der Vorsitz,chair,der,
C1,nouns,Wellness,der Wellness,wellness,der,
C1,nouns,Wirt,der Wirt,landlord,der,
C1,nouns,Wohnsitz,der Wohnsitz,residence,der,
C1,nouns,Zauber,der Zauber,magic,der,
C1,nouns,Zirkus,der Zirkus,hype,der,
C1,nouns,Zubehör,der Zubehör,adjunct,der,
C1,nouns,Zugehörigkeit,die Zugehörigkeit,affiliation,die,
C1,prepositions,zwecks,zwecks,in (the) furtherance of,,
C1,verbs,zweifeln,zweifeln,doubt,,
C1,nouns,Äpfel,der Äpfel,apples,der,
C1,nouns,Abi,der Abi,school leaving examination,der,
C1,nouns,Abriss,der Abriss,demolition,der,
C1,nouns,Absage,die Absage,refusal,die,
C1,nouns,Appetit,der Appetit,appetite,der,
C1,adverbs,arbeitslos,arbeitslos,registered as unemployed,,
C1,nouns,Aufzug,der Aufzug,act,der,
C1,nouns,Ausziehen,der Ausziehen,digestion,der,
C1,nouns,Bewertungen,der Bewertungen,estimations,der,
C1,verbs,beworben,beworben,advertised,,
C1,verbs,billigen,billigen,countenance sth.,,
C1,nouns,Bullen,der Bullen,cops,der,
C1,nouns,Copyright,der Copyright,Copyright,der,
C1,nouns,Cousin,der Cousin,cousin,der,
C1,nouns,Damm,der Damm,perineum,der,
C1,verbs,deluxe,deluxe,deluxe,,
C1,nouns,Doris,der Doris,Doris,der,
C1,nouns,Dreissig,der Dreissig,thirty,der,
C1,nouns,Dünn,der Dünn,flimsiness,der,
C1,nouns,Eimer,der Eimer,bucket,der,
C1,verbs,einbringen,einbringen,entered,,
C1,nouns,Einnahmen,der Einnahmen,receipts,der,
C1,nouns,Einsamkeit,die Einsamkeit,isolation,die,
C1,nouns,Einziehen,der Einziehen,moving-in,der,
C1,verbs,entfallen,entfallen,be cancelled,,
C1,verbs,entfernen,entfernen,eliminated,,
C1,nouns,Flyer,der Flyer,flyer,der,
C1,nouns,Frequenz,der Frequenz,frequency,der,
C1,nouns,Fussballer,der Fussballer,football player,der,
C1,nouns,Geschäftsführung,die Geschäftsführung,business management,die,
C1,nouns,Gewitter,der Gewitter,thunderstorm,der,
C1,adverbs,gleichfalls,gleichfalls,likewise,,
C1,nouns,Gleis,der Gleis,line of rails,der,
C1,nouns,Haftung,die Haftung,adhesion,die,
C1,nouns,Hirsch,der Hirsch,deer,der,
C1,nouns,Inspiration,die Inspiration,inspiration,die,
C1,nouns,Kabine,die Kabine,nacelle,die,
C1,nouns,Kliniken,der Kliniken,clinics,der,
C1,nouns,Komponente,die Komponente,constituent part,die,
C1,nouns,Kopftuch,der Kopftuch,headscarf,der,
C1,nouns,Korn,der Korn,grain,der,
C1,nouns,Kulissen,der Kulissen,shifting links,der,
C1,nouns,Lade,die Lade,chest,die,
C1,nouns,Landung,die Landung,landing,die,
C1,nouns,Langeweile,die Langeweile,blahs,die,
C1,nouns,Laufbahn,der Laufbahn,career path,der,
C1,nouns,Lehnen,der Lehnen,backrests,der,
C1,nouns,Leistungsfähigkeit,die Leistungsfähigkeit,capacity,die,
C1,verbs,leuchten,leuchten,gleams,,
C1,nouns,Ludwigshafen,der Ludwigshafen,Ludwigshafen,der,
C1,nouns,Mais,der Mais,maize,der,
C1,nouns,Marokko,der Marokko,Morocco,der,
C1,nouns,Menschlichkeit,die Menschlichkeit,humanity,die,
C1,nouns,Mitarbeiterin,der Mitarbeiterin,staffer,der,
C1,nouns,Modernisierung,die Modernisierung,modernization,die,
C1,nouns,Morde,die Morde,murders,die,
C1,verbs,nachlesen,nachlesen,read,,
C1,nouns,Nelson,der Nelson,Nelson,der,
C1,nouns,Parteitag,der Parteitag,party congress,der,
C1,nouns,Partys,der Partys,parties,der,
C1,nouns,Pfeil,der Pfeil,arrow,der,
C1,nouns,Realschule,die Realschule,practical-oriented middle school,die,
C1,nouns,Regierungschef,der Regierungschef,head of the government,der,
C1,nouns,Reparatur,die Reparatur,repair,die,
C1,nouns,Schirm,der Schirm,blind,der,
C1,nouns,Schläge,die Schläge,punches,die,
C1,nouns,Spam,der Spam,spam,der,
C1,nouns,Sperma,das Sperma,sperm,das,
C1,nouns,Staatsbürgerschaft,die Staatsbürgerschaft,nationality,die,
C1,nouns,Stange,die Stange,hen-roost,die,
C1,nouns,Summer,der Summer,buzzer,der,
C1,nouns,Szenario,der Szenario,scenario,der,
C1,nouns,Tarif,der Tarif,rate,der,
C1,nouns,Triumph,der Triumph,triumph,der,
C1,nouns,Tüte,die Tüte,carrier bag,die,
C1,adverbs,unfair,unfair,foully,,
C1,nouns,Untertitel,der Untertitel,subhead,der,
C1,nouns,Vaterland,der Vaterland,fatherland,der,
C1,verbs,vertragen,vertragen,agreed with,,
C1,nouns,Vorgänge,die Vorgänge,dossiers,die,
C1,nouns,Weich,der Weich,double parting,der,
C1,nouns,Zufriedenheit,die Zufriedenheit,happiness,die,
C1,adverbs,ärgerlich,ärgerlich,angry,,
C1,nouns,Überraschungen,der Überraschungen,surprises,der,
C1,nouns,Überschreiten,der Überschreiten,overriding,der,
C1,nouns,Abbildungen,der Abbildungen,mappings,der,
C1,adverbs,abermals,abermals,again,,
C1,nouns,Ablegen,der Ablegen,delevitation,der,
C1,nouns,Allee,die Allee,avenue,die,
C1,verbs,anhalten,anhalten,stopped,,
C1,nouns,Anwohner,der Anwohner,neighbo(u)ring resident,der,
C1,nouns,Auschwitz,der Auschwitz,Auschwitz concentration camp,der,
C1,nouns,Balken,der Balken,beam,der,
C1,nouns,Base,die Base,base,die,
C1,nouns,Beitritt,der Beitritt,joining,der,
C1,nouns,Berührung,die Berührung,dalliance,die,
C1,nouns,Bibliotheken,der Bibliotheken,libraries,der,
C1,nouns,Bike,die Bike,heavy motorcycle,die,
C1,nouns,Blättern,der Blättern,page turning,der,
C1,nouns,Boom,der Boom,boom,der,
C1,nouns,Bundespräsident,der Bundespräsident,Federal President,der,
C1,nouns,Differenz,der Differenz,difference,der,
C1,nouns,Drohung,die Drohung,threat,die,
C1,nouns,Erleichterung,die Erleichterung,alleviation,die,
C1,adverbs,erschreckend,erschreckend,distressing,,
C1,nouns,Fahrbahn,der Fahrbahn,roadway,der,
C1,nouns,Finanzminister,der Finanzminister,minister of finance,der,
C1,nouns,Frisur,die Frisur,hairstyle,die,
C1,nouns,Fundament,das Fundament,seating,das,
C1,nouns,Gelsenkirchen,das Gelsenkirchen,Gelsenkirchen,das,
C1,nouns,Germania,der Germania,Germania,der,
C1,nouns,Getreide,die Getreide,grain,die,
C1,nouns,Gewässer,der Gewässer,body of water,der,
C1,nouns,Hype,die Hype,hype,die,
C1,adverbs,ihrerseits,ihrerseits,on her part,,
C1,verbs,inwiefern,inwiefern,in what way,,
C1,adverbs,inwieweit,inwieweit,how far,,
C1,nouns,Kellner,der Kellner,waiter,der,
C1,nouns,Kiefer,der Kiefer,jawbone,der,
C1,nouns,Kompliment,das Kompliment,compliment,das,
C1,nouns,Konzeption,die Konzeption,conception,die,
C1,nouns,Kunstwerk,der Kunstwerk,confection,der,
C1,nouns,Kurven,der Kurven,twists,der,
C1,nouns,Leugnen,der Leugnen,denial,der,
C1,nouns,Liechtenstein,der Liechtenstein,Liechtenstein,der,
C1,nouns,Maschinenbau,der Maschinenbau,machine construction,der,
C1,nouns,Minimum,das Minimum,minimum,das,
C1,nouns,Mädel,der Mädel,girl,der,
C1,nouns,Nachlass,der Nachlass,abatement,der,
C1,nouns,Nationalpark,der Nationalpark,national park,der,
C1,nouns,Neid,der Neid,jealousy,der,
C1,nouns,Nigeria,der Nigeria,Nigeria,der,
C1,nouns,Pille,die Pille,dot,die,
C1,nouns,Reiz,der Reiz,stimulus,der,
C1,nouns,Rendite,die Rendite,capital yield,die,
C1,nouns,Rundschau,der Rundschau,review,der,
C1,nouns,Satzung,die Satzung,ordinance,die,
C1,nouns,Saufen,der Saufen,binge,der,
C1,nouns,Schalter,der Schalter,switch,der,
C1,verbs,schalten,schalten,switches,,
C1,nouns,Schwerin,der Schwerin,Schwerin,der,
C1,nouns,Spezies,der Spezies,fundamental rule of artithmetic,der,
C1,adverbs,steil,steil,sloping,,
C1,nouns,Tabellen,der Tabellen,spreadsheets,der,
C1,nouns,Tagesordnung,die Tagesordnung,agenda,die,
C1,nouns,Transformation,die Transformation,transformation,die,
C1,adverbs,unverständlich,unverständlich,inarticulate,,
C1,nouns,Verderben,der Verderben,ruin,der,
C1,nouns,Versetzen,der Versetzen,moving,der,
C1,nouns,Verwirrung,die Verwirrung,bewilderment,die,
C1,nouns,Vorarlberg,der Vorarlberg,Vorarlberg,der,
C1,nouns,Vorurteile,die Vorurteile,prejudices,die,
C1,nouns,Vorwort,der Vorwort,foreword,der,
C1,nouns,Wappen,der Wappen,coat of arms,der,
C1,nouns,Warschau,der Warschau,Warsaw,der,
C1,nouns,Abgang,der Abgang,dismount,der,
C1,adverbs,allenfalls,allenfalls,no more than,,
C1,nouns,Allgäu,der Allgäu,Allgaeu,der,
C1,nouns,Anbindung,die Anbindung,cording,die,
C1,adverbs,aneinander,aneinander,together,,
C1,adverbs,arabisch,arabisch,Arab,,
C1,nouns,Arbeitsbedingungen,der Arbeitsbedingungen,working conditions,der,
C1,nouns,Ausbauen,der Ausbauen,removal,der,
C1,nouns,Ausrede,die Ausrede,excuse,die,
C1,adverbs,ausserordentlich,ausserordentlich,special,,
C1,nouns,Badewanne,die Badewanne,bath,die,
C1,verbs,beibehalten,beibehalten,maintain,,
C1,adverbs,bescheiden,bescheiden,unassumingly,,
C1,verbs,beschissen,beschissen,crappy,,
C1,nouns,Body,der Body,bodysuit,der,
C1,nouns,Brauerei,der Brauerei,brewery,der,
C1,nouns,Breslau,der Breslau,Wroclaw,der,
C1,nouns,Clan,der Clan,caste,der,
C1,adverbs,demokratisch,demokratisch,democratic,,
C1,nouns,Dschungel,der Dschungel,jungle,der,
C1,nouns,Eck,der Eck,corner,der,
C1,nouns,Einschalten,der Einschalten,power up,der,
C1,verbs,entnehmen,entnehmen,extracted,,
C1,adverbs,erfolglos,erfolglos,unsuccessful,,
C1,adverbs,faktisch,faktisch,effectively,,
C1,nouns,Filialen,der Filialen,branch offices,der,
C1,adverbs,freitags,freitags,on Fridays,,
C1,nouns,Gattin,der Gattin,spouse,der,
C1,nouns,Gefährdung,die Gefährdung,exposure,die,
C1,nouns,Gesetzgebung,die Gesetzgebung,legislation,die,
C1,nouns,Getränk,der Getränk,drink,der,
C1,verbs,waschen,waschen,washed,,
C1,nouns,Heilbronn,der Heilbronn,Heilbronn,der,
C1,nouns,Hygiene,die Hygiene,science of health,die,
C1,nouns,Hürde,die Hürde,hurdle,die,
C1,nouns,Jahrestag,der Jahrestag,anniversary,der,
C1,nouns,Kerle,die Kerle,dudes,die,
C1,nouns,Kleinanzeigen,der Kleinanzeigen,classified advertisements,der,
C1,nouns,Kleinstadt,der Kleinstadt,small town,der,
C1,nouns,Kneipe,die Kneipe,tableround,die,
C1,nouns,Kollektion,die Kollektion,collection,die,
C1,nouns,Kopenhagen,der Kopenhagen,Copenhagen,der,
C1,nouns,Landeshauptstadt,der Landeshauptstadt,state capital city,der,
C1,nouns,Latte,die Latte,batten,die,
C1,nouns,Lebensweise,die Lebensweise,living,die,
C1,nouns,Leine,die Leine,cord,die,
C1,nouns,Liebling,der Liebling,darling,der,
C1,nouns,Lobby,der Lobby,interest group,der,
C1,nouns,Lunge,die Lunge,lung,die,
C1,nouns,Mehl,der Mehl,flour,der,
C1,nouns,Milde,die Milde,mildness,die,
C1,nouns,Männchen,das Männchen,connector plug,das,
C1,adverbs,nacheinander,nacheinander,one after another,,
C1,adverbs,nimmer,nimmer,never,,
C1,nouns,Optik,die Optik,appearance,die,
C1,nouns,Pfad,der Pfad,trail,der,
C1,nouns,Philippinen,der Philippinen,Philippines,der,
C1,nouns,Pädagogik,die Pädagogik,paedagogy,die,
C1,nouns,Referendum,das Referendum,referendum,das,
C1,nouns,Reinigen,der Reinigen,cleaning,der,
C1,nouns,Router,der Router,router,der,
C1,verbs,schlucken,schlucken,take a medication,,
C1,adverbs,schockiert,schockiert,dismayed,,
C1,nouns,Schulzeit,der Schulzeit,school days,der,
C1,nouns,Schwimmbad,der Schwimmbad,public swimming pool,der,
C1,nouns,Stanley,der Stanley,Stanley,der,
C1,nouns,Stehlen,der Stehlen,thieving,der,
C1,nouns,Syrer,der Syrer,Syrian,der,
C1,nouns,Säule,die Säule,column,die,
C1,nouns,Südwesten,der Südwesten,southwest,der,
C1,nouns,Sünden,der Sünden,sins,der,
C1,nouns,Teich,der Teich,pond,der,
C1,nouns,Transparent,der Transparent,banner,der,
C1,verbs,umziehen,umziehen,move,,
C1,nouns,Unterbringung,die Unterbringung,provision of accommodation,die,
C1,nouns,Vernichtung,die Vernichtung,wipe-out,die,
C1,nouns,Verstoss,der Verstoss,breach,der,
C1,verbs,verwirklichen,verwirklichen,put into practice sth.,,
C1,nouns,Volleyball,der Volleyball,volleyball,der,
C1,nouns,Weiden,der Weiden,pastures,der,
C1,nouns,Wohnort,der Wohnort,domicile,der,
C1,nouns,Zunahme,die Zunahme,groundswell,die,
C1,nouns,Zwecken,der Zwecken,brads,der,
C1,adverbs,zweifellos,zweifellos,without doubt,,
C1,nouns,Ansprechpartner,der Ansprechpartner,contact person,der,
C1,nouns,Auflösen,der Auflösen,dissolution,der,
C1,nouns,Autobahnen,der Autobahnen,motorways,der,
C1,nouns,Belastungen,der Belastungen,debits,der,
C1,nouns,Bestseller,der Bestseller,bestseller,der,
C1,nouns,Biss,der Biss,bite,der,
C1,nouns,Blüte,die Blüte,blossom,die,
C1,nouns,Buchhandlung,die Buchhandlung,bookshop,die,
C1,nouns,Bude,die Bude,booth,die,
C1,nouns,Deck,der Deck,deck,der,
C1,nouns,Delegation,die Delegation,delegation,die,
C1,adverbs,empört,empört,disgusted,,
C1,nouns,Entschluss,der Entschluss,determination,der,
C1,nouns,Erfinder,der Erfinder,inventor,der,
C1,adverbs,ersichtlich,ersichtlich,apparent,,
C1,nouns,Erteilen,der Erteilen,issuance,der,
C1,nouns,Feature,die Feature,feature,die,
C1,adverbs,formal,formal,formal,,
C1,nouns,Freundeskreis,der Freundeskreis,friends,der,
C1,nouns,Frust,der Frust,blahs,der,
C1,adverbs,förmlich,förmlich,formal,,
C1,verbs,backen,backen,baked,,
C1,adverbs,grausam,grausam,barbaric,,
C1,nouns,Hebel,der Hebel,lever,der,
C1,nouns,Heirat,der Heirat,marrying,der,
C1,nouns,Historie,die Historie,history,die,
C1,adverbs,innerlich,innerlich,inner,,
C1,nouns,Insider,der Insider,insider,der,
C1,nouns,Interaktion,die Interaktion,interaction,die,
C1,nouns,Invasion,der Invasion,invasion,der,
C1,nouns,Klagenfurt,der Klagenfurt,Klagenfurt,der,
C1,nouns,Kontrast,der Kontrast,contrast,der,
C1,nouns,Kriterium,das Kriterium,criterion,das,
C1,nouns,Lappen,der Lappen,nitwit,der,
C1,verbs,losgehen,losgehen,kick off,,
C1,nouns,Luke,die Luke,hatch,die,
C1,nouns,Matrix,der Matrix,matrix,der,
C1,nouns,Moses,der Moses,Moses,der,
C1,adverbs,mühsam,mühsam,hard,,
C1,nouns,Nachbarin,der Nachbarin,neighbour,der,
C1,nouns,Profit,der Profit,profit,der,
C1,nouns,Promotion,die Promotion,conferring of a doctorate,die,
C1,nouns,Registrierung,die Registrierung,registration,die,
C1,nouns,Rektor,der Rektor,headmaster,der,
C1,nouns,Resolution,die Resolution,resolution,die,
C1,verbs,respektieren,respektieren,respect,,
C1,nouns,Rohstoffe,die Rohstoffe,starting materials,die,
C1,nouns,Schülerin,der Schülerin,disciple,der,
C1,nouns,Segeln,der Segeln,sailing,der,
C1,nouns,Statue,die Statue,effigy,die,
C1,nouns,Stechen,das Stechen,play-off match,das,
C1,nouns,Trinkwasser,der Trinkwasser,drinking water,der,
C1,nouns,Turner,der Turner,gymnast,der,
C1,nouns,Unruhen,der Unruhen,unrest,der,
C1,adverbs,unverzüglich,unverzüglich,without delay,,
C1,nouns,Verarscht,der Verarscht,taken the piss out,der,
C1,verbs,verfallen,verfallen,become a slave,,
C1,nouns,Verleger,der Verleger,publisher,der,
C1,nouns,Viren,der Viren,viruses,der,
C1,nouns,Vogt,der Vogt,reeve,der,
C1,nouns,Vorgehensweise,die Vorgehensweise,approach,die,
C1,nouns,Vorhang,der Vorhang,blind,der,
C1,nouns,Zonen,der Zonen,zones,der,
C1,adverbs,zutiefst,zutiefst,deeply,,
C1,nouns,Zwiebeln,der Zwiebeln,flowering bulbs,der,
C1,nouns,Ästhetik,die Ästhetik,aesthetics,die,
C1,nouns,Ökonomie,die Ökonomie,economy,die,
C1,nouns,Abgrund,der Abgrund,abyss,der,
C1,verbs,abhängen,abhängen,depend,,
C1,nouns,Abkürzung,die Abkürzung,abbreviation,die,
C1,adverbs,allemal,allemal,always,,
C1,nouns,Allgemeinheit,die Allgemeinheit,universality,die,
C1,verbs,anfassen,anfassen,take hold of,,
C1,nouns,Atelier,der Atelier,atelier,der,
C1,verbs,ausscheiden,ausscheiden,secreted,,
C1,adverbs,aussergewöhnlich,aussergewöhnlich,rare,,
C1,nouns,Bekenntnis,der Bekenntnis,allegiance,der,
C1,nouns,Bereicherung,die Bereicherung,enrichment,die,
C1,nouns,Betriebssystem,der Betriebssystem,operating system,der,
C1,nouns,Chinesisch,der Chinesisch,Chinese,der,
C1,adverbs,clever,clever,crafty,,
C1,nouns,Dampf,der Dampf,exhalation,der,
C1,nouns,Darlehen,der Darlehen,credit,der,
C1,nouns,Depot,der Depot,repository,der,
C1,nouns,Durchgang,der Durchgang,passageway,der,
C1,verbs,eintreten,eintreten,impinged,,
C1,nouns,Ekelhaft,der Ekelhaft,nauseously,der,
C1,nouns,Erfassung,die Erfassung,registration,die,
C1,nouns,Etage,die Etage,tier,die,
C1,nouns,Etappe,die Etappe,leg,die,
C1,nouns,Expedition,die Expedition,expedition,die,
C1,nouns,Fahnen,der Fahnen,flags,der,
C1,nouns,Feminismus,der Feminismus,feminism,der,
C1,nouns,Fliege,die Fliege,mayfly,die,
C1,nouns,Flut,der Flut,flow,der,
C1,nouns,Foren,der Foren,panels,der,
C1,nouns,Fulda,der Fulda,Fulda,der,
C1,verbs,stärken,stärken,fortified,,
C1,nouns,Gräfin,der Gräfin,countess,der,
C1,nouns,Gutscheine,die Gutscheine,gift coupons,die,
C1,nouns,Göttin,der Göttin,goddess,der,
C1,nouns,Haftbefehl,der Haftbefehl,warrant of arrest,der,
C1,adverbs,hiervon,hiervon,herefrom,,
C1,nouns,Husten,der Husten,cough,der,
C1,nouns,Hühner,der Hühner,chickens,der,
C1,nouns,Insolvenz,der Insolvenz,insolvency,der,
C1,adverbs,japanisch,japanisch,Japanese,,
C1,nouns,Journalistin,der Journalistin,journalist,der,
C1,nouns,Keramik,die Keramik,ceramics,die,
C1,nouns,Krankenschwester,der Krankenschwester,nurse,der,
C1,nouns,Köhler,der Köhler,charcoal burner,der,
C1,nouns,Kühl,der Kühl,refrigeration,der,
C1,adverbs,machbar,machbar,doable,,
C1,nouns,Massage,die Massage,massage,die,
C1,nouns,Maurer,der Maurer,mason,der,
C1,nouns,Meeting,der Meeting,meeting,der,
C1,nouns,Mehrzahl,der Mehrzahl,majority,der,
C1,nouns,Messungen,der Messungen,measurements,der,
C1,nouns,Mitgefühl,der Mitgefühl,sympathy,der,
C1,nouns,Monarchie,die Monarchie,monarchy,die,
C1,nouns,Neugier,der Neugier,curiosity,der,
C1,nouns,Neuzeit,der Neuzeit,modern times,der,
C1,nouns,Nordamerika,der Nordamerika,North America,der,
C1,verbs,nähern,nähern,approximate,,
C1,nouns,Pfeffer,der Pfeffer,pepper,der,
C1,nouns,Pilz,der Pilz,fungi,der,
C1,nouns,Poker,der Poker,poker game,der,
C1,nouns,Pulver,der Pulver,powder,der,
C1,nouns,Ratschläge,die Ratschläge,advice,die,
C1,nouns,Revue,die Revue,revue,die,
C1,nouns,Rollstuhl,der Rollstuhl,wheelchair,der,
C1,nouns,Russ,der Russ,soot,der,
C1,verbs,schiffen,schiffen,pee,,
C1,nouns,Schmeissen,der Schmeissen,finesse sth.,der,
C1,nouns,Schuppen,der Schuppen,shanty,der,
C1,nouns,Schüssel,der Schüssel,basin,der,
C1,nouns,Schütteln,der Schütteln,shake,der,
C1,adverbs,selbständig,selbständig,unsupported,,
C1,nouns,Sortiment,das Sortiment,choice,das,
C1,adverbs,spürbar,spürbar,perceptible,,
C1,nouns,Studios,der Studios,studios,der,
C1,nouns,Stämme,die Stämme,tree trunks,die,
C1,verbs,titeln,titeln,headline,,
C1,nouns,Tuch,der Tuch,blanket,der,
C1,adverbs,unerträglich,unerträglich,beyond bearing,,
C1,nouns,Unterhalt,der Unterhalt,maintenance,der,
C1,nouns,Verpackung,die Verpackung,packaging,die,
C1,adjectives,verstärkt,verstärkt,fortified,,
C1,nouns,Vieh,der Vieh,cattle,der,
C1,adverbs,vorrangig,vorrangig,prime,,
C1,nouns,Wangen,der Wangen,cheeks,der,
C1,nouns,Watt,der Watt,watt,der,
C1,nouns,Wiedervereinigung,die Wiedervereinigung,reunion,die,
C1,nouns,Zurückziehen,der Zurückziehen,offtake,der,
C1,nouns,Zusammenschluss,der Zusammenschluss,fusion,der,
C1,nouns,Ähnlichkeit,die Ähnlichkeit,resemblance,die,
C1,nouns,Adel,der Adel,nobility,der,
C1,nouns,Alias,der Alias,alias,der,
C1,adverbs,angenehmer,angenehmer,more pleasant,,
C1,nouns,Anstand,der Anstand,grace,der,
C1,nouns,Anstoss,der Anstoss,impulse,der,
C1,nouns,Aufkleber,der Aufkleber,decal,der,
C1,nouns,Aufsichtsrat,der Aufsichtsrat,supervisory board,der,
C1,nouns,Ausreden,der Ausreden,excuses,der,
C1,verbs,ausreichen,ausreichen,suffice,,
C1,nouns,Ausscheiden,der Ausscheiden,exit,der,
C1,nouns,Ausschreibung,die Ausschreibung,solicitation,die,
C1,nouns,Ausstieg,der Ausstieg,exit door,der,
C1,nouns,Ausweg,der Ausweg,way out,der,
C1,adverbs,auswendig,auswendig,parrotlike,,
C1,nouns,Bedauern,der Bedauern,unhappiness,der,
C1,verbs,bevorzugen,bevorzugen,privilege,,
C1,nouns,Bischöfe,die Bischöfe,bishops,die,
C1,nouns,Chirurgie,die Chirurgie,surgery,die,
C1,adverbs,derweil,derweil,meanwhile,,
C1,nouns,Dimensionen,der Dimensionen,dimensions,der,
C1,nouns,Dublin,der Dublin,The Dubliners,der,
C1,nouns,Eiern,der Eiern,wobble,der,
C1,nouns,Epoche,die Epoche,age,die,
C1,nouns,Erzähler,der Erzähler,narrator,der,
C1,nouns,Festnahme,die Festnahme,arrest,die,
C1,nouns,Feuchtigkeit,die Feuchtigkeit,humidity,die,
C1,adverbs,gefälligst,gefälligst,kindly,,
C1,verbs,lehren,lehren,learned,,
C1,verbs,gelitten,gelitten,suffered,,
C1,nouns,Gleichberechtigung,die Gleichberechtigung,equality,die,
C1,nouns,Halbjahr,der Halbjahr,half-year,der,
C1,nouns,Hase,die Hase,European hare,die,
C1,nouns,Hawaii,der Hawaii,Hawaii,der,
C1,nouns,Hindernis,der Hindernis,barrier,der,
C1,adverbs,hindurch,hindurch,through,,
C1,nouns,Homosexuell,der Homosexuell,homosexual,der,
C1,nouns,Homöopathie,die Homöopathie,homoeopathy,die,
C1,nouns,Kleben,der Kleben,adherence,der,
C1,nouns,Komposition,die Komposition,composition,die,
C1,nouns,Kostüme,die Kostüme,skirt suits,die,
C1,verbs,kräftigen,kräftigen,nerve sb.,,
C1,nouns,Käfer,der Käfer,beetle,der,
C1,nouns,Lake,die Lake,brine,die,
C1,nouns,Limit,der Limit,bourn,der,
C1,nouns,Lyrik,die Lyrik,lyric poetry,die,
C1,nouns,Löffel,der Löffel,bucket,der,
C1,adverbs,moralisch,moralisch,moral,,
C1,nouns,Munter,der Munter,chipper,der,
C1,nouns,Pausen,der Pausen,breaks,der,
C1,nouns,Poesie,die Poesie,poetry,die,
C1,nouns,Politikerin,der Politikerin,politician,der,
C1,nouns,Qualitäten,der Qualitäten,qualities,der,
C1,nouns,Raub,der Raub,robbery,der,
C1,nouns,Realisierung,die Realisierung,realization,die,
C1,nouns,Redner,der Redner,speaker,der,
C1,nouns,Rhetorik,die Rhetorik,rhetoric,die,
C1,verbs,riskieren,riskieren,stake sth. on sth.,,
C1,nouns,Ruder,der Ruder,oar,der,
C1,nouns,Sachverhalt,der Sachverhalt,situation,der,
C1,nouns,Sattel,der Sattel,anticline,der,
C1,nouns,Schiene,die Schiene,rail,die,
C1,nouns,Schlager,der Schlager,pop song,der,
C1,nouns,Schmerzhaft,der Schmerzhaft,painful,der,
C1,nouns,Schnaps,der Schnaps,schnaps,der,
C1,verbs,schüchtern,schüchtern,mousy,,
C1,nouns,Sophia,der Sophia,Sophia,der,
C1,nouns,Spielraum,das Spielraum,leeway,das,
C1,nouns,Spinnen,der Spinnen,spiders,der,
C1,nouns,Spring,der Spring,spring line,der,
C1,nouns,Stadtverwaltung,die Stadtverwaltung,municipality,die,
C1,nouns,Streich,der Streich,coup,der,
C1,nouns,Studentin,der Studentin,university student,der,
C1,nouns,Studiengang,der Studiengang,course of study,der,
C1,nouns,Tagesschau,der Tagesschau,Tagesschau,der,
C1,nouns,Tausch,der Tausch,trade-off,der,
C1,adverbs,ungerecht,ungerecht,iniquitous,,
C1,nouns,Venezuela,der Venezuela,Venezuela,der,
C1,adverbs,verdächtig,verdächtig,funny,,
C1,adverbs,versehentlich,versehentlich,by mistake,,
C1,nouns,Verweis,der Verweis,admonition,der,
C1,adverbs,viermal,viermal,four times,,
